produce_type,temperature_c,humidity_pct,storage_area,packaging_material,freshness_pct,remaining_shelf_life_days
Mango,5.0,93.0,fridge,perforated_bag,87.7,8.52
Mango,2.1,89.0,fridge,sealed_container,78.5,6.17
Mango,24.2,35.0,counter,plastic_wrap,80.4,0.13
Mango,5.2,83.6,fridge,unpackaged,91.3,3.72
Mango,4.2,91.2,fridge,plastic_wrap,65.8,4.33
Mango,24.7,59.3,counter,plastic_wrap,92.7,0.22
Mango,1.5,88.7,fridge,plastic_wrap,51.9,2.99
Mango,4.3,100.0,fridge,sealed_container,60.4,1.9
Mango,19.0,57.5,pantry,unpackaged,69.8,0.13
Mango,5.5,80.9,fridge,unpackaged,69.3,2.81
Mango,17.9,64.8,pantry,plastic_wrap,79.9,0.22
Mango,3.6,84.6,fridge,plastic_wrap,84.7,6.41
Mango,26.6,58.3,counter,sealed_container,94.2,0.09
Mango,2.0,90.8,fridge,perforated_bag,83.2,7.71
Mango,2.8,92.6,fridge,plastic_wrap,81.4,4.7
Mango,3.3,86.6,fridge,sealed_container,96.6,6.47
Mango,2.5,88.2,fridge,plastic_wrap,50.1,2.36
Mango,2.8,85.4,fridge,perforated_bag,94.8,7.96
Mango,0.8,82.8,fridge,plastic_wrap,90.2,8.02
Mango,22.2,26.0,counter,sealed_container,91.1,0.18
Mango,5.8,90.3,fridge,unpackaged,56.6,2.53
Mango,2.7,86.8,fridge,unpackaged,84.5,6.09
Mango,19.8,51.4,pantry,plastic_wrap,85.1,0.23
Mango,6.1,85.1,fridge,plastic_wrap,73.5,4.05
Mango,26.0,54.9,counter,sealed_container,59.5,0.06
Mango,20.3,21.8,counter,unpackaged,85.9,0.18
Mango,24.3,40.4,counter,unpackaged,73.9,0.12
Mango,18.2,50.1,pantry,unpackaged,77.8,0.23
Mango,16.3,43.1,pantry,unpackaged,89.0,0.33
Mango,20.4,50.3,pantry,unpackaged,81.1,0.18
Mango,2.2,79.8,fridge,plastic_wrap,92.8,6.02
Mango,15.7,44.5,pantry,sealed_container,95.5,0.34
Mango,6.1,85.6,fridge,plastic_wrap,66.5,3.94
Mango,3.5,85.9,fridge,sealed_container,94.4,5.25
Mango,30.9,35.1,counter,perforated_bag,74.2,0.07
Mango,5.3,82.1,fridge,sealed_container,56.0,1.61
Mango,3.6,92.6,fridge,perforated_bag,59.5,3.32
Mango,29.0,35.4,counter,unpackaged,96.3,0.1
Mango,2.4,88.5,fridge,perforated_bag,88.2,7.57
Mango,23.5,42.1,counter,perforated_bag,79.1,0.15
Mango,2.6,87.4,fridge,perforated_bag,73.8,7.58
Mango,0.4,85.0,fridge,sealed_container,55.6,2.19
Mango,4.8,91.3,fridge,sealed_container,83.3,4.87
Mango,20.6,54.6,pantry,perforated_bag,89.9,0.31
Mango,2.5,89.7,fridge,sealed_container,63.1,4.03
Mango,20.3,42.9,pantry,unpackaged,86.1,0.18
Mango,6.3,82.3,fridge,unpackaged,52.3,1.32
Mango,3.4,88.5,fridge,unpackaged,94.9,8.52
Mango,4.4,90.5,fridge,perforated_bag,79.3,7.59
Mango,19.6,53.0,counter,sealed_container,93.1,0.2
Mango,2.8,91.2,fridge,unpackaged,68.9,5.32
Mango,4.1,94.7,fridge,unpackaged,85.1,6.2
Mango,5.4,85.9,fridge,unpackaged,93.7,4.64
Mango,31.4,50.9,counter,unpackaged,90.4,0.07
Mango,4.3,85.3,fridge,perforated_bag,73.8,3.57
Mango,4.3,89.6,fridge,unpackaged,50.8,1.79
Mango,20.8,59.8,pantry,sealed_container,57.1,0.08
Mango,6.5,87.2,fridge,sealed_container,78.0,4.02
Mango,23.0,60.2,pantry,plastic_wrap,78.6,0.13
Mango,6.6,97.4,fridge,sealed_container,92.7,3.62
Mango,20.2,73.1,counter,perforated_bag,52.1,0.16
Mango,16.7,32.9,pantry,plastic_wrap,78.8,0.27
Mango,4.0,90.4,fridge,sealed_container,66.5,4.43
Mango,26.1,57.3,counter,unpackaged,65.4,0.08
Mango,5.3,80.5,fridge,plastic_wrap,50.7,0.94
Mango,3.5,88.4,fridge,perforated_bag,82.3,8.26
Mango,19.8,51.7,pantry,perforated_bag,78.2,0.29
Mango,17.2,44.3,pantry,plastic_wrap,63.2,0.19
Mango,27.6,49.4,counter,unpackaged,65.7,0.05
Mango,16.1,57.5,pantry,perforated_bag,90.0,0.38
Mango,28.1,29.5,counter,unpackaged,80.5,0.09
Mango,7.5,79.9,fridge,perforated_bag,73.4,2.32
Mango,23.7,57.9,counter,sealed_container,76.9,0.09
Mango,27.0,57.6,pantry,unpackaged,88.5,0.09
Mango,27.1,31.9,counter,unpackaged,75.1,0.1
Mango,5.0,92.4,fridge,perforated_bag,75.2,6.14
Mango,4.9,78.1,fridge,plastic_wrap,81.9,3.13
Mango,17.5,44.1,pantry,sealed_container,74.4,0.21
Mango,5.5,88.5,fridge,plastic_wrap,87.5,4.75
Mango,5.1,88.4,fridge,plastic_wrap,84.0,4.07
Mango,3.2,90.0,fridge,sealed_container,90.1,6.15
Mango,21.7,52.2,pantry,perforated_bag,90.6,0.25
Mango,16.6,54.7,pantry,perforated_bag,89.9,0.44
Mango,7.2,89.1,fridge,sealed_container,86.3,4.39
Mango,21.0,45.1,pantry,perforated_bag,86.9,0.27
Mango,4.2,80.4,fridge,perforated_bag,70.8,3.17
Mango,22.8,29.8,pantry,plastic_wrap,75.8,0.18
Mango,3.2,93.4,fridge,plastic_wrap,70.8,6.05
Mango,5.7,85.5,fridge,plastic_wrap,79.3,3.28
Mango,1.0,85.4,fridge,plastic_wrap,83.7,8.18
Mango,1.3,92.3,fridge,perforated_bag,83.3,7.43
Mango,25.1,37.6,counter,plastic_wrap,78.0,0.17
Mango,24.3,48.0,pantry,sealed_container,63.5,0.07
Mango,6.2,87.7,fridge,plastic_wrap,78.0,5.35
Mango,14.1,43.7,pantry,plastic_wrap,90.7,0.44
Mango,23.1,39.4,counter,plastic_wrap,89.3,0.21
Mango,20.9,50.2,pantry,plastic_wrap,77.6,0.17
Mango,1.7,91.7,fridge,sealed_container,77.7,7.81
Mango,4.8,88.6,fridge,perforated_bag,86.0,7.11
Mango,27.9,34.0,counter,sealed_container,81.3,0.09
Mango,4.5,90.1,fridge,perforated_bag,58.9,2.46
Mango,3.1,89.5,fridge,plastic_wrap,89.2,7.04
Mango,7.1,83.4,fridge,perforated_bag,63.0,1.94
Mango,10.9,58.2,pantry,sealed_container,56.5,0.22
Mango,6.4,84.2,fridge,plastic_wrap,81.0,3.57
Mango,34.9,53.1,counter,sealed_container,81.1,0.06
Mango,4.4,83.2,fridge,plastic_wrap,89.5,5.97
Mango,18.5,47.8,pantry,perforated_bag,68.7,0.18
Mango,2.6,83.8,fridge,perforated_bag,70.3,4.82
Mango,23.5,50.5,pantry,sealed_container,76.9,0.12
Mango,18.7,57.4,pantry,unpackaged,75.5,0.23
Mango,5.8,78.3,fridge,unpackaged,88.1,2.74
Mango,5.4,88.7,fridge,plastic_wrap,85.3,7.42
Mango,18.2,49.6,pantry,sealed_container,97.8,0.26
Mango,3.5,81.7,fridge,sealed_container,58.3,1.94
Mango,20.3,59.5,pantry,unpackaged,88.7,0.2
Mango,3.7,83.3,fridge,sealed_container,85.9,5.22
Mango,3.9,83.5,fridge,plastic_wrap,68.9,4.01
Mango,21.0,58.9,pantry,perforated_bag,80.6,0.23
Mango,5.6,86.5,fridge,sealed_container,85.9,3.89
Mango,0.3,95.4,fridge,unpackaged,59.5,4.78
Mango,0.5,85.9,fridge,unpackaged,75.6,7.76
Mango,0.0,95.3,fridge,unpackaged,89.7,8.11
Mango,3.5,83.9,fridge,perforated_bag,88.4,6.24
Mango,22.4,33.5,pantry,plastic_wrap,55.6,0.08
Mango,24.3,68.4,pantry,perforated_bag,87.8,0.17
Mango,29.1,35.2,counter,plastic_wrap,86.3,0.08
Mango,2.8,90.1,fridge,plastic_wrap,67.4,4.58
Mango,4.2,84.8,fridge,plastic_wrap,86.5,4.74
Mango,23.2,48.9,counter,unpackaged,73.0,0.12
Mango,3.0,91.9,fridge,unpackaged,84.9,6.14
Mango,27.2,44.8,counter,unpackaged,93.3,0.11
Mango,21.7,46.9,counter,sealed_container,55.5,0.06
Mango,2.8,84.5,fridge,sealed_container,51.9,1.8
Mango,16.7,46.7,pantry,unpackaged,88.0,0.2
Mango,2.9,89.2,fridge,perforated_bag,62.6,5.1
Mango,3.7,93.7,fridge,perforated_bag,95.4,7.0
Mango,18.6,49.2,pantry,unpackaged,76.0,0.19
Mango,3.4,82.7,fridge,sealed_container,84.4,3.82
Mango,3.0,84.2,fridge,perforated_bag,70.1,5.4
Mango,19.0,66.7,pantry,sealed_container,48.6,0.07
Mango,22.2,57.3,counter,perforated_bag,63.5,0.14
Mango,4.5,86.6,fridge,unpackaged,71.7,4.0
Mango,4.1,91.5,fridge,perforated_bag,76.7,7.36
Mango,4.3,83.9,fridge,perforated_bag,66.5,2.91
Mango,15.7,52.2,pantry,sealed_container,77.9,0.27
Mango,5.1,94.1,fridge,unpackaged,81.4,5.1
Mango,2.6,95.2,fridge,perforated_bag,62.0,3.55
Mango,3.9,81.0,fridge,sealed_container,58.2,2.03
Mango,3.4,84.0,fridge,perforated_bag,60.7,4.03
Mango,3.4,84.0,fridge,sealed_container,65.1,3.25
Mango,3.4,90.8,fridge,plastic_wrap,88.2,7.42
Mango,3.9,93.3,fridge,sealed_container,83.5,5.02
Mango,4.5,85.7,fridge,plastic_wrap,64.2,3.3
Mango,19.2,65.7,pantry,plastic_wrap,93.6,0.26
Mango,1.3,93.6,fridge,unpackaged,65.8,3.78
Mango,18.7,52.6,counter,perforated_bag,81.2,0.27
Mango,5.9,86.5,fridge,sealed_container,85.7,3.91
Mango,6.9,91.8,fridge,sealed_container,78.0,4.13
Mango,21.5,59.2,pantry,sealed_container,77.5,0.18
Mango,5.5,88.5,fridge,perforated_bag,90.5,7.76
Mango,4.4,90.0,fridge,sealed_container,73.6,4.94
Mango,21.7,52.2,counter,perforated_bag,91.8,0.3
Mango,4.6,81.7,fridge,unpackaged,57.9,1.77
Mango,22.7,61.6,counter,plastic_wrap,70.1,0.12
Mango,3.6,90.8,fridge,perforated_bag,92.1,5.74
Mango,20.6,40.7,counter,perforated_bag,70.5,0.19
Mango,24.2,53.7,counter,unpackaged,71.9,0.13
Mango,24.4,36.2,counter,unpackaged,62.1,0.08
Mango,4.7,80.2,fridge,unpackaged,85.8,3.46
Mango,5.3,91.6,fridge,unpackaged,91.2,5.76
Mango,4.3,81.7,fridge,plastic_wrap,78.0,4.06
Mango,22.7,37.2,counter,plastic_wrap,81.6,0.14
Mango,3.1,85.8,fridge,sealed_container,70.8,4.19
Mango,18.9,37.2,pantry,sealed_container,67.2,0.17
Mango,6.4,98.9,fridge,perforated_bag,72.6,2.78
Mango,2.2,78.5,fridge,perforated_bag,75.1,2.63
Mango,26.2,34.6,counter,sealed_container,63.9,0.09
Mango,24.6,43.2,counter,sealed_container,57.5,0.04
Mango,3.9,92.4,fridge,sealed_container,68.5,4.58
Mango,29.5,47.2,counter,unpackaged,78.3,0.07
Mango,28.7,40.4,counter,perforated_bag,91.6,0.11
Mango,23.7,51.2,counter,perforated_bag,84.4,0.17
Mango,6.1,89.0,fridge,unpackaged,76.3,4.61
Mango,3.2,93.2,fridge,plastic_wrap,82.4,5.87
Mango,21.5,48.9,counter,perforated_bag,54.6,0.09
Mango,3.4,84.9,fridge,plastic_wrap,74.2,5.67
Mango,23.2,52.5,counter,plastic_wrap,79.5,0.12
Mango,20.7,55.9,counter,perforated_bag,77.9,0.19
Mango,4.0,92.7,fridge,perforated_bag,85.8,6.47
Mango,2.2,84.3,fridge,unpackaged,94.4,6.41
Mango,20.0,36.6,counter,plastic_wrap,75.2,0.17
Mango,6.1,82.1,fridge,perforated_bag,60.2,2.44
Mango,3.7,90.0,fridge,sealed_container,86.0,6.11
Mango,20.1,59.7,pantry,sealed_container,91.8,0.2
Mango,5.5,85.7,fridge,sealed_container,92.6,5.35
Mango,23.9,62.4,pantry,sealed_container,90.0,0.15
Mango,2.8,90.3,fridge,perforated_bag,89.2,7.62
Orange,28.7,61.7,pantry,sealed_container,70.6,0.14
Orange,3.5,90.5,fridge,unpackaged,93.7,10.29
Orange,3.1,83.8,fridge,unpackaged,86.9,7.95
Orange,3.2,96.0,fridge,perforated_bag,76.7,9.02
Orange,3.2,89.6,fridge,sealed_container,78.6,10.07
Orange,4.1,85.1,fridge,unpackaged,90.2,7.52
Orange,4.0,85.1,fridge,sealed_container,80.5,9.14
Orange,26.5,35.2,counter,perforated_bag,81.6,0.17
Orange,20.7,60.4,pantry,unpackaged,64.2,0.16
Orange,21.0,65.2,pantry,plastic_wrap,70.8,0.39
Orange,3.3,85.7,fridge,plastic_wrap,63.6,6.91
Orange,4.8,89.7,fridge,unpackaged,63.5,4.75
Orange,24.8,52.5,pantry,sealed_container,77.7,0.27
Orange,25.4,58.3,pantry,unpackaged,77.7,0.12
Orange,20.0,50.3,pantry,unpackaged,69.1,0.23
Orange,2.9,85.6,fridge,plastic_wrap,80.7,9.16
Orange,6.3,100.0,fridge,unpackaged,69.8,3.13
Orange,24.2,55.7,counter,plastic_wrap,79.5,0.21
Orange,25.7,70.6,pantry,sealed_container,93.2,0.61
Orange,20.9,42.5,counter,plastic_wrap,85.4,0.33
Orange,25.4,43.9,counter,unpackaged,93.6,0.21
Orange,19.7,42.7,pantry,unpackaged,89.5,0.31
Orange,28.5,36.2,counter,sealed_container,84.8,0.18
Orange,19.8,68.2,pantry,sealed_container,87.5,0.83
Orange,3.2,80.7,fridge,plastic_wrap,84.3,9.91
Orange,4.1,80.1,fridge,sealed_container,58.3,4.46
Orange,1.1,96.6,fridge,sealed_container,76.9,11.43
Orange,4.6,86.3,fridge,plastic_wrap,78.9,8.87
Orange,3.0,92.2,fridge,perforated_bag,74.5,8.56
Orange,18.5,42.4,pantry,unpackaged,83.2,0.37
Orange,22.8,50.1,pantry,plastic_wrap,87.1,0.28
Orange,26.7,29.6,counter,plastic_wrap,51.2,0.07
Orange,5.3,93.1,fridge,plastic_wrap,85.5,7.97
Orange,5.2,85.4,fridge,perforated_bag,60.6,4.19
Orange,14.3,49.7,pantry,plastic_wrap,82.3,0.5
Orange,3.1,85.2,fridge,plastic_wrap,84.4,9.56
Orange,4.9,86.3,fridge,unpackaged,79.5,6.33
Orange,5.5,79.2,fridge,plastic_wrap,75.8,5.1
Orange,15.5,56.2,pantry,sealed_container,53.9,0.26
Orange,3.8,95.6,fridge,sealed_container,63.2,7.15
Orange,6.3,88.0,fridge,sealed_container,66.7,6.28
Orange,19.5,46.8,pantry,perforated_bag,84.0,0.4
Orange,3.9,92.3,fridge,unpackaged,57.0,2.98
Orange,22.6,61.8,counter,sealed_container,81.1,0.33
Orange,4.8,83.3,fridge,perforated_bag,83.9,10.19
Orange,15.4,38.7,pantry,unpackaged,86.3,0.41
Orange,3.6,93.8,fridge,perforated_bag,68.3,6.23
Orange,17.5,43.7,pantry,sealed_container,89.7,0.55
Orange,4.2,90.6,fridge,unpackaged,76.0,5.62
Orange,16.4,52.9,counter,unpackaged,81.4,0.31
Orange,23.5,43.1,counter,unpackaged,78.3,0.21
Orange,20.2,37.0,counter,plastic_wrap,68.3,0.27
Orange,5.4,90.3,fridge,perforated_bag,85.8,11.45
Orange,4.4,79.5,fridge,unpackaged,72.5,6.01
Orange,19.4,55.8,pantry,unpackaged,69.5,0.17
Orange,5.0,90.3,fridge,unpackaged,72.4,6.16
Orange,31.8,34.9,counter,plastic_wrap,91.1,0.13
Orange,20.2,41.8,pantry,sealed_container,68.3,0.29
Orange,6.8,82.6,fridge,unpackaged,87.3,6.11
Orange,0.5,80.8,fridge,perforated_bag,60.7,6.09
Orange,29.2,42.4,counter,sealed_container,68.4,0.15
Orange,19.1,70.4,pantry,sealed_container,60.2,0.66
Orange,3.0,82.7,fridge,unpackaged,80.7,7.35
Orange,5.5,85.6,fridge,plastic_wrap,80.4,9.45
Orange,4.4,85.0,fridge,plastic_wrap,95.7,10.05
Orange,4.9,87.8,fridge,perforated_bag,75.1,6.81
Orange,5.1,84.6,fridge,plastic_wrap,59.0,4.79
Orange,23.1,53.8,pantry,unpackaged,95.2,0.28
Orange,22.6,33.3,counter,perforated_bag,79.8,0.24
Orange,23.1,54.5,counter,sealed_container,76.7,0.21
Orange,19.6,58.2,pantry,unpackaged,72.2,0.28
Orange,5.7,83.4,fridge,sealed_container,54.6,3.78
Orange,2.7,95.1,fridge,plastic_wrap,57.2,4.26
Orange,19.5,65.2,pantry,perforated_bag,83.0,0.51
Orange,7.0,85.8,fridge,perforated_bag,66.9,4.01
Orange,2.5,92.8,fridge,unpackaged,67.4,5.51
Orange,6.3,85.2,fridge,sealed_container,81.5,9.55
Orange,1.4,81.7,fridge,sealed_container,73.3,9.93
Orange,3.5,93.6,fridge,perforated_bag,85.7,9.46
Orange,6.0,94.6,fridge,plastic_wrap,78.9,6.18
Orange,6.4,80.7,fridge,plastic_wrap,89.3,6.55
Orange,20.6,58.7,pantry,sealed_container,71.5,0.29
Orange,22.0,35.6,counter,perforated_bag,92.4,0.37
Orange,24.8,40.5,counter,unpackaged,80.2,0.21
Orange,3.0,84.2,fridge,sealed_container,79.3,12.06
Orange,3.7,88.7,fridge,plastic_wrap,90.3,9.28
Orange,20.1,60.3,pantry,unpackaged,79.2,0.22
Orange,33.1,64.0,counter,sealed_container,78.5,0.12
Orange,3.3,87.6,fridge,plastic_wrap,86.0,11.08
Orange,20.8,53.9,pantry,unpackaged,57.7,0.16
Orange,2.8,90.6,fridge,perforated_bag,75.5,11.57
Orange,4.4,92.9,fridge,plastic_wrap,84.1,8.44
Orange,1.5,84.7,fridge,plastic_wrap,91.2,11.54
Orange,1.1,87.7,fridge,perforated_bag,91.0,12.44
Orange,4.2,94.5,fridge,plastic_wrap,89.0,8.83
Orange,6.0,87.2,fridge,perforated_bag,78.2,7.03
Orange,5.4,89.8,fridge,perforated_bag,84.3,8.91
Orange,20.7,56.2,pantry,sealed_container,73.1,0.26
Orange,19.4,37.4,counter,perforated_bag,67.6,0.22
Orange,5.3,80.3,fridge,sealed_container,81.4,6.45
Orange,4.2,84.3,fridge,sealed_container,90.2,10.63
Orange,2.8,97.8,fridge,sealed_container,82.6,8.72
Orange,20.4,63.8,pantry,unpackaged,75.3,0.32
Orange,3.3,87.4,fridge,plastic_wrap,70.7,8.68
Orange,24.3,44.6,counter,perforated_bag,70.1,0.21
Orange,26.3,49.3,pantry,plastic_wrap,68.9,0.14
Orange,6.0,88.5,fridge,perforated_bag,57.5,4.17
Orange,1.8,82.1,fridge,plastic_wrap,80.0,7.31
Orange,5.7,86.9,fridge,unpackaged,80.7,5.37
Orange,24.9,57.3,pantry,sealed_container,81.8,0.22
Orange,2.9,89.6,fridge,sealed_container,90.8,15.41
Orange,19.8,43.3,counter,unpackaged,83.3,0.31
Orange,24.5,57.2,counter,unpackaged,64.5,0.11
Orange,4.8,88.0,fridge,unpackaged,88.1,8.39
Orange,1.8,86.5,fridge,sealed_container,73.0,8.79
Orange,2.4,81.6,fridge,sealed_container,60.2,6.39
Orange,3.5,90.3,fridge,perforated_bag,85.9,10.38
Orange,6.5,95.0,fridge,plastic_wrap,83.9,6.35
Orange,3.4,93.4,fridge,plastic_wrap,92.2,11.37
Orange,2.0,88.6,fridge,plastic_wrap,92.1,12.53
Orange,2.7,87.8,fridge,perforated_bag,72.4,9.09
Orange,2.7,86.7,fridge,unpackaged,91.7,7.62
Orange,3.7,87.1,fridge,unpackaged,77.8,8.3
Orange,4.2,90.3,fridge,plastic_wrap,74.4,8.63
Orange,4.0,88.1,fridge,plastic_wrap,84.0,12.05
Orange,4.7,84.0,fridge,unpackaged,84.3,6.42
Orange,1.5,98.7,fridge,unpackaged,81.3,10.42
Orange,22.7,29.4,counter,unpackaged,90.4,0.24
Orange,27.3,49.9,pantry,plastic_wrap,66.3,0.1
Orange,23.9,35.9,counter,sealed_container,80.9,0.28
Orange,6.2,86.9,fridge,sealed_container,98.3,7.81
Orange,22.1,41.8,counter,plastic_wrap,81.1,0.21
Orange,19.9,44.4,pantry,plastic_wrap,77.5,0.28
Orange,2.5,90.9,fridge,sealed_container,78.7,10.07
Orange,24.9,37.9,counter,plastic_wrap,76.1,0.15
Orange,18.9,47.0,pantry,perforated_bag,87.6,0.36
Orange,19.3,29.6,counter,unpackaged,63.8,0.21
Orange,3.5,95.4,fridge,unpackaged,71.0,5.1
Orange,4.2,88.7,fridge,unpackaged,75.0,7.02
Orange,4.4,90.5,fridge,plastic_wrap,77.3,10.35
Orange,3.2,85.2,fridge,unpackaged,75.4,7.48
Orange,2.4,90.9,fridge,sealed_container,85.1,13.2
Orange,6.9,81.7,fridge,plastic_wrap,86.2,6.21
Orange,3.7,75.4,fridge,perforated_bag,69.4,4.39
Orange,2.9,81.4,fridge,plastic_wrap,87.5,8.72
Orange,2.7,91.0,fridge,plastic_wrap,72.4,9.31
Orange,4.7,97.8,fridge,perforated_bag,57.4,3.98
Orange,5.4,95.4,fridge,plastic_wrap,81.0,7.12
Orange,19.5,38.5,counter,perforated_bag,84.2,0.32
Orange,18.1,58.7,pantry,unpackaged,75.3,0.3
Orange,16.4,56.5,counter,perforated_bag,82.8,0.43
Orange,4.5,90.7,fridge,plastic_wrap,71.1,6.83
Orange,24.6,58.1,pantry,perforated_bag,74.6,0.19
Orange,16.6,44.2,counter,perforated_bag,82.1,0.44
Orange,20.3,28.4,counter,plastic_wrap,58.3,0.16
Orange,0.8,75.2,fridge,sealed_container,74.1,5.77
Orange,21.9,70.5,pantry,plastic_wrap,64.1,0.45
Orange,5.3,94.2,fridge,sealed_container,66.8,5.97
Orange,29.4,51.0,counter,unpackaged,70.8,0.09
Orange,4.0,86.3,fridge,plastic_wrap,89.4,10.55
Orange,4.0,89.8,fridge,perforated_bag,94.5,12.89
Orange,4.9,82.8,fridge,sealed_container,91.7,11.29
Orange,4.0,87.9,fridge,unpackaged,71.2,4.78
Orange,6.3,91.0,fridge,plastic_wrap,86.7,6.43
Orange,4.7,91.8,fridge,plastic_wrap,76.9,6.34
Orange,4.2,83.4,fridge,plastic_wrap,87.5,10.18
Orange,24.0,25.4,counter,plastic_wrap,77.6,0.24
Orange,23.7,58.3,counter,perforated_bag,86.8,0.24
Orange,5.3,81.4,fridge,sealed_container,78.8,5.97
Orange,3.4,93.0,fridge,plastic_wrap,57.0,4.82
Orange,7.1,85.3,fridge,sealed_container,55.4,2.75
Orange,19.1,61.9,pantry,sealed_container,51.1,0.16
Orange,5.7,92.5,fridge,plastic_wrap,53.3,3.48
Orange,5.1,86.0,fridge,perforated_bag,64.3,6.11
Orange,18.8,52.8,pantry,plastic_wrap,89.1,0.45
Orange,2.7,91.3,fridge,perforated_bag,88.4,14.01
Orange,18.5,58.5,pantry,unpackaged,82.8,0.31
Orange,7.9,83.5,fridge,plastic_wrap,68.0,4.3
Orange,5.5,93.3,fridge,unpackaged,85.3,6.07
Orange,4.6,86.1,fridge,unpackaged,78.9,5.59
Orange,2.0,88.7,fridge,plastic_wrap,92.0,13.23
Orange,16.9,51.7,pantry,perforated_bag,88.7,0.5
Orange,3.3,85.6,fridge,perforated_bag,49.0,3.46
Orange,1.4,88.5,fridge,perforated_bag,60.2,6.83
Orange,19.1,60.8,pantry,unpackaged,89.8,0.3
Orange,4.8,85.1,fridge,sealed_container,94.2,11.1
Orange,3.9,90.3,fridge,sealed_container,65.0,6.06
Orange,18.0,68.7,pantry,perforated_bag,67.8,0.58
Orange,23.5,74.5,pantry,unpackaged,57.5,0.35
Orange,4.4,80.1,fridge,plastic_wrap,68.8,5.44
Orange,21.4,37.7,pantry,sealed_container,60.4,0.18
Orange,1.9,90.0,fridge,perforated_bag,93.0,13.89
Orange,1.1,88.6,fridge,sealed_container,77.3,15.64
Orange,1.5,89.2,fridge,plastic_wrap,70.1,8.15
Orange,4.4,83.1,fridge,unpackaged,85.7,7.3
Orange,3.1,89.7,fridge,perforated_bag,89.8,12.03
Orange,3.6,84.9,fridge,perforated_bag,74.9,8.84
Orange,3.9,87.0,fridge,sealed_container,96.1,14.14
Orange,22.8,49.5,pantry,plastic_wrap,50.7,0.08
Orange,22.4,23.8,counter,unpackaged,87.0,0.22
Orange,18.5,53.4,counter,sealed_container,81.8,0.52
Orange,5.5,89.3,fridge,sealed_container,90.9,10.05
Orange,10.1,93.8,fridge,perforated_bag,70.2,4.51
Orange,27.0,43.1,counter,unpackaged,67.8,0.11
Orange,3.8,89.5,fridge,unpackaged,82.4,7.5
Orange,3.6,95.7,fridge,perforated_bag,70.0,7.67
Orange,3.4,83.6,fridge,plastic_wrap,84.2,10.61
Orange,3.9,87.1,fridge,perforated_bag,91.4,13.58
Orange,20.8,39.3,pantry,plastic_wrap,62.0,0.14
Orange,5.2,79.7,fridge,perforated_bag,63.7,4.04
Orange,3.0,83.2,fridge,perforated_bag,58.9,4.93
Orange,19.3,61.1,pantry,unpackaged,64.7,0.18
Orange,27.8,35.2,counter,plastic_wrap,49.0,0.04
Orange,6.1,91.1,fridge,plastic_wrap,74.4,7.99
Orange,19.6,39.4,counter,plastic_wrap,84.9,0.25
Orange,18.7,44.5,counter,unpackaged,87.2,0.38
Orange,3.4,87.5,fridge,unpackaged,88.6,7.45
Orange,20.7,63.2,pantry,plastic_wrap,75.8,0.34
Orange,21.4,50.4,counter,unpackaged,61.6,0.1
Orange,4.1,87.8,fridge,plastic_wrap,91.2,12.08
Orange,20.3,56.1,pantry,perforated_bag,89.9,0.4
Orange,4.1,96.8,fridge,plastic_wrap,60.9,4.16
Orange,4.4,86.6,fridge,sealed_container,56.4,5.09
Orange,25.0,44.4,counter,perforated_bag,81.4,0.2
Orange,5.0,90.7,fridge,unpackaged,62.3,3.53
Orange,3.7,86.0,fridge,sealed_container,85.6,9.33
Orange,3.3,83.9,fridge,perforated_bag,85.3,9.97
Orange,25.6,20.0,counter,perforated_bag,94.8,0.26
Orange,3.6,80.6,fridge,unpackaged,72.9,4.94
Orange,20.7,36.1,counter,unpackaged,77.1,0.26
Orange,3.5,90.0,fridge,unpackaged,83.0,8.24
Orange,5.4,83.7,fridge,sealed_container,71.9,8.26
Orange,4.6,91.0,fridge,plastic_wrap,66.8,6.31
Orange,2.7,82.6,fridge,unpackaged,90.0,6.88
Orange,19.2,53.8,pantry,sealed_container,91.1,0.4
Orange,3.7,96.8,fridge,plastic_wrap,79.3,5.97
Orange,4.6,94.0,fridge,perforated_bag,88.8,9.56
Orange,3.2,90.5,fridge,sealed_container,71.4,10.33
Orange,0.0,87.7,fridge,unpackaged,52.8,4.13
Orange,4.3,85.5,fridge,perforated_bag,96.0,13.55
Orange,19.6,76.4,pantry,perforated_bag,87.0,1.64
Orange,17.1,39.2,counter,plastic_wrap,74.7,0.36
Orange,21.3,33.4,pantry,unpackaged,74.7,0.22
Orange,18.0,53.1,pantry,sealed_container,80.6,0.39
Orange,23.4,37.6,pantry,unpackaged,77.0,0.14
Orange,21.4,57.6,pantry,plastic_wrap,89.3,0.32
Orange,20.2,48.4,pantry,plastic_wrap,86.6,0.34
Orange,4.7,87.6,fridge,sealed_container,82.5,10.34
Orange,4.6,92.3,fridge,sealed_container,83.8,10.44
Orange,3.8,82.1,fridge,plastic_wrap,67.1,7.24
Orange,5.2,95.3,fridge,sealed_container,65.7,7.49
Orange,3.2,88.2,fridge,unpackaged,79.9,10.47
Orange,4.5,94.5,fridge,sealed_container,87.9,9.87
Orange,0.7,87.6,fridge,unpackaged,90.0,13.07
Orange,5.1,93.4,fridge,perforated_bag,81.6,8.59
Orange,27.2,49.7,counter,plastic_wrap,66.3,0.13
Orange,5.1,89.6,fridge,unpackaged,68.3,4.93
Orange,2.8,90.9,fridge,unpackaged,74.5,6.82
